Date,Area Planted,Area Harvested,Yield,Beginning Stocks,Production,Imports,Total Supply,Crushings,Exports,Seed,Residual,Total Use,Ending Stocks,World BeginningStocks,World Production,World Imports,World DomesticCrush,World DomesticTotal,World Exports,World EndingStocks,United States BeginningStocks,United States Production,United States Imports,United States DomesticCrush,United States DomesticTotal,United States Exports,United States EndingStocks,Argentina BeginningStocks,Argentina Production,Argentina Imports,Argentina DomesticCrush,Argentina DomesticTotal,Argentina Exports,Argentina EndingStocks,Brazil BeginningStocks,Brazil Production,Brazil Imports,Brazil DomesticCrush,Brazil DomesticTotal,Brazil Exports,Brazil EndingStocks,China BeginningStocks,China Production,China Imports,China DomesticCrush,China DomesticTotal,China Exports,China EndingStocks,Japan BeginningStocks,Japan Production,Japan Imports,Japan DomesticCrush,Japan DomesticTotal,Japan Exports,Japan EndingStocks,Mexico BeginningStocks,Mexico Production,Mexico Imports,Mexico DomesticCrush,Mexico DomesticTotal,Mexico Exports,Mexico EndingStocks,European Union BeginningStocks,European Union Production,European Union Imports,European Union DomesticCrush,European Union DomesticTotal,European Union Exports,European Union EndingStocks
2013/03/08,77.2,76.1,39.6,169.0,3015.0,20.0,3204.0,1615.0,1345.0,89.0,30.0,3080.0,125.0,55.25,268.0,96.89,230.58,260.87,99.06,60.21,4.61,82.06,0.54,43.95,47.21,36.61,3.4,18.1,51.5,0.0,36.0,37.65,10.9,21.05,12.97,83.5,0.19,36.9,40.1,38.4,18.16,15.92,12.6,63.0,65.65,76.83,0.3,14.39,0.15,0.22,2.75,1.89,2.92,0.0,0.2,0.07,0.2,3.35,3.57,3.6,0.0,0.02,0.7,0.95,11.6,11.8,12.7,0.03,0.52
2013/04/10,77.2,76.1,39.6,169.0,3015.0,20.0,3204.0,1635.0,1350.0,90.0,5.0,3080.0,125.0,55.13,269.63,95.48,230.35,259.75,97.86,62.63,4.61,82.06,0.54,44.5,47.08,36.74,3.39,18.1,51.5,0.0,35.2,36.85,10.35,22.4,12.97,83.5,0.21,35.55,38.7,36.75,21.23,15.92,12.6,61.0,65.65,76.83,0.3,12.39,0.15,0.22,2.75,1.89,2.92,0.0,0.2,0.08,0.2,3.55,3.75,3.79,0.0,0.04,0.7,0.95,11.8,11.95,12.85,0.06,0.54
2013/05/10,77.2,76.1,39.6,169.0,3015.0,20.0,3204.0,1635.0,1350.0,90.0,5.0,3080.0,125.0,54.71,269.11,93.59,229.29,258.74,96.21,62.46,4.61,82.06,0.54,44.5,47.08,36.74,3.39,18.1,51.0,0.0,35.2,36.85,9.1,23.15,12.97,83.5,0.24,35.55,38.7,36.35,21.65,15.92,12.6,59.0,64.65,75.83,0.3,11.39,0.13,0.22,2.75,1.89,2.94,0.0,0.16,0.05,0.25,3.55,3.78,3.81,0.0,0.04,0.44,0.86,12.0,11.95,12.82,0.06,0.42
2013/06/12,77.2,76.1,39.6,169.0,3015.0,25.0,3209.0,1660.0,1330.0,90.0,5.0,3085.0,125.0,54.79,267.61,93.68,229.5,258.95,95.92,61.21,4.61,82.06,0.68,45.18,47.76,36.2,3.39,18.1,51.0,0.0,34.7,36.35,7.8,24.95,12.97,82.0,0.24,35.55,38.7,37.9,18.6,15.92,12.6,59.0,64.65,75.83,0.3,11.39,0.13,0.22,2.75,1.89,2.94,0.0,0.16,0.13,0.25,3.35,3.65,3.69,0.0,0.05,0.44,0.86,12.0,11.95,12.82,0.06,0.42
2013/07/11,77.2,76.1,39.6,169.0,3015.0,25.0,3209.0,1660.0,1330.0,90.0,5.0,3085.0,125.0,54.98,268.02,93.75,229.37,258.85,96.39,61.52,4.61,82.06,0.68,45.18,47.76,36.2,3.39,18.1,50.2,0.0,34.4,36.05,7.8,24.45,12.97,82.0,0.24,35.55,38.7,37.9,18.6,15.92,12.8,59.0,64.65,75.83,0.3,11.59,0.13,0.22,2.75,1.89,2.94,0.0,0.16,0.13,0.25,3.35,3.65,3.69,0.0,0.05,0.45,1.0,12.2,12.24,13.15,0.08,0.43
2013/08/12,77.2,76.1,39.6,169.0,3015.0,35.0,3219.0,1685.0,1315.0,90.0,5.0,3094.0,125.0,54.86,267.58,94.12,228.38,257.7,96.64,62.22,4.61,82.06,0.95,45.86,48.42,35.79,3.41,18.1,49.5,0.0,32.9,34.55,7.1,25.95,12.92,82.0,0.29,35.25,38.25,39.2,17.76,15.92,12.8,59.0,64.65,75.83,0.3,11.59,0.13,0.22,2.7,1.91,2.95,0.0,0.1,0.13,0.25,3.35,3.65,3.69,0.0,0.05,0.45,1.0,12.25,12.47,13.38,0.08,0.25
2013/09/12,77.2,76.1,39.6,169.0,3015.0,40.0,3224.0,1690.0,1315.0,90.0,5.0,3099.0,125.0,54.89,267.48,94.83,228.56,257.91,97.74,61.55,4.61,82.06,1.09,45.99,48.56,35.79,3.41,18.1,49.4,0.0,33.35,35.0,6.43,26.08,12.92,82.0,0.37,34.84,37.84,41.0,16.44,15.92,12.8,59.5,64.65,75.83,0.3,12.09,0.13,0.22,2.7,1.91,2.95,0.0,0.1,0.13,0.25,3.35,3.65,3.69,0.0,0.05,0.45,1.0,12.25,12.47,13.38,0.08,0.25
2013/11/08,77.2,76.2,39.8,169.0,3034.0,36.0,3239.0,1689.0,1320.0,89.0,1.0,3098.0,141.0,55.15,267.88,95.47,229.15,258.44,99.95,60.11,4.61,82.56,0.98,45.97,48.41,35.91,3.83,18.1,49.3,0.0,33.55,35.2,7.85,24.35,12.92,82.0,0.4,34.65,37.65,41.9,15.76,15.92,12.8,59.87,64.95,76.13,0.27,12.19,0.13,0.22,2.87,1.92,3.0,0.0,0.22,0.13,0.25,3.35,3.65,3.69,0.0,0.05,0.54,1.0,12.45,12.79,13.69,0.1,0.2
2013/12/10,77.2,76.2,39.8,169.0,3034.0,36.0,3239.0,1689.0,1320.0,89.0,1.0,3098.0,141.0,55.15,268.02,95.18,229.1,258.3,99.86,60.18,4.61,82.56,0.98,45.97,48.41,35.91,3.83,18.1,49.3,0.0,33.61,35.26,7.74,24.4,12.92,82.0,0.4,34.65,37.65,41.9,15.76,15.92,12.8,59.87,64.95,76.13,0.27,12.19,0.13,0.22,2.87,1.92,3.0,0.0,0.22,0.13,0.25,3.35,3.65,3.69,0.0,0.05,0.54,1.0,12.4,12.74,13.64,0.09,0.2
2014/01/10,77.2,76.2,39.8,169.0,3034.0,36.0,3239.0,1689.0,1320.0,89.0,1.0,3099.0,141.0,55.15,268.27,95.17,228.94,258.19,99.85,60.55,4.61,82.56,0.98,45.97,48.42,35.91,3.83,18.1,49.3,0.0,33.61,35.26,7.74,24.4,12.92,82.0,0.4,34.48,37.48,41.9,15.93,15.92,13.05,59.87,64.95,76.18,0.27,12.39,0.13,0.22,2.87,1.92,3.0,0.0,0.22,0.13,0.25,3.35,3.65,3.69,0.0,0.05,0.54,1.0,12.4,12.74,13.64,0.09,0.2
2014/02/10,77.2,76.2,39.8,169.0,3034.0,36.0,3239.0,1689.0,1320.0,89.0,1.0,3099.0,141.0,53.42,268.27,95.28,228.94,258.48,99.85,58.65,4.61,82.56,0.98,45.97,48.42,35.91,3.83,16.39,49.3,0.0,33.61,35.55,7.74,22.4,12.92,82.0,0.4,34.48,37.48,41.9,15.93,15.91,13.05,59.87,64.95,76.18,0.27,12.38,0.13,0.22,2.87,1.92,3.0,0.0,0.22,0.13,0.25,3.35,3.65,3.69,0.0,0.05,0.54,1.0,12.51,12.74,13.64,0.09,0.31
2014/03/10,77.2,76.2,39.8,169.0,3034.0,36.0,3239.0,1689.0,1320.0,89.0,1.0,3099.0,141.0,53.51,267.47,95.23,229.1,258.77,99.65,57.79,4.61,82.56,0.98,45.97,48.42,35.91,3.83,16.39,49.3,0.0,33.61,35.55,7.74,22.4,12.92,82.0,0.4,34.48,37.48,41.9,15.93,15.91,13.05,59.87,64.95,76.18,0.27,12.38,0.13,0.22,2.87,1.92,3.0,0.0,0.22,0.13,0.25,3.35,3.65,3.69,0.0,0.05,0.54,1.0,12.51,12.74,13.64,0.09,0.31
2014/04/09,77.2,76.2,39.8,169.0,3034.0,36.0,3239.0,1689.0,1320.0,89.0,1.0,3099.0,141.0,53.58,268.1,95.57,229.05,258.74,100.65,57.87,4.61,82.56,0.98,45.97,48.42,35.91,3.83,16.39,49.3,0.0,33.61,35.55,7.74,22.4,12.97,82.0,0.4,34.48,37.48,41.9,15.99,15.91,13.05,59.87,64.95,76.18,0.27,12.38,0.13,0.24,2.83,1.92,3.01,0.0,0.18,0.13,0.25,3.41,3.65,3.69,0.0,0.11,0.54,1.0,12.51,12.74,13.64,0.09,0.31
