Date,Area Planted,Area Harvested,Yield,Beginning Stocks,Production,Imports,Total Supply,Crushings,Exports,Seed,Residual,Total Use,Ending Stocks,World BeginningStocks,World Production,World Imports,World DomesticCrush,World DomesticTotal,World Exports,World EndingStocks,United States BeginningStocks,United States Production,United States Imports,United States DomesticCrush,United States DomesticTotal,United States Exports,United States EndingStocks,Argentina BeginningStocks,Argentina Production,Argentina Imports,Argentina DomesticCrush,Argentina DomesticTotal,Argentina Exports,Argentina EndingStocks,Brazil BeginningStocks,Brazil Production,Brazil Imports,Brazil DomesticCrush,Brazil DomesticTotal,Brazil Exports,Brazil EndingStocks,China BeginningStocks,China Production,China Imports,China DomesticCrush,China DomesticTotal,China Exports,China EndingStocks,Japan BeginningStocks,Japan Production,Japan Imports,Japan DomesticCrush,Japan DomesticTotal,Japan Exports,Japan EndingStocks,Mexico BeginningStocks,Mexico Production,Mexico Imports,Mexico DomesticCrush,Mexico DomesticTotal,Mexico Exports,Mexico EndingStocks,European Union BeginningStocks,European Union Production,European Union Imports,European Union DomesticCrush,European Union DomesticTotal,European Union Exports,European Union EndingStocks
2012/03/09,75.0,73.6,41.5,215.0,3056.0,15.0,3286.0,1615.0,1275.0,87.0,34.0,3011.0,275.0,68.76,245.07,89.26,224.81,254.9,90.89,57.3,5.85,83.17,0.41,43.95,47.24,34.7,7.49,22.85,46.5,0.0,38.9,40.5,8.9,19.95,22.19,68.5,0.04,36.0,39.1,36.9,14.73,14.56,13.5,55.0,59.1,70.1,0.2,12.76,0.1,0.22,2.7,1.8,2.96,0.0,0.07,0.05,0.2,3.5,3.65,3.69,0.0,0.07,0.54,1.22,11.0,11.3,12.4,0.03,0.33
2012/04/10,75.0,73.6,41.5,215.0,3056.0,15.0,3286.0,1630.0,1290.0,86.0,30.0,3036.0,250.0,69.12,240.15,88.45,223.3,253.2,89.0,55.52,5.85,83.17,0.41,44.36,47.51,35.11,6.81,22.87,45.0,0.0,38.2,39.8,8.6,19.47,22.19,66.0,0.04,35.5,38.4,35.7,14.13,14.56,13.5,55.0,59.1,70.1,0.2,12.76,0.1,0.22,2.7,1.8,2.96,0.0,0.07,0.05,0.2,3.4,3.55,3.59,0.0,0.07,0.56,1.22,11.0,11.3,12.42,0.03,0.33
2012/05/10,75.0,73.6,41.5,215.0,3056.0,15.0,3286.0,1645.0,1315.0,86.0,30.0,3076.0,210.0,70.1,236.87,89.42,224.11,254.14,89.01,53.24,5.85,83.17,0.41,44.77,47.92,35.79,5.72,22.87,42.5,0.0,37.5,39.1,8.45,17.82,22.94,65.0,0.04,36.0,39.1,35.7,13.18,14.56,13.5,56.0,59.1,70.1,0.2,13.76,0.17,0.22,2.7,1.9,2.95,0.0,0.14,0.05,0.2,3.4,3.55,3.59,0.0,0.07,0.56,1.12,11.0,11.3,12.31,0.03,0.33
2012/06/12,75.0,73.6,41.5,215.0,3056.0,15.0,3286.0,1660.0,1335.0,86.0,30.0,3111.0,175.0,70.1,236.38,90.22,223.41,253.42,89.91,53.36,5.85,83.17,0.41,45.18,48.33,36.33,4.77,22.87,41.5,0.0,36.5,38.1,7.8,18.47,22.94,65.5,0.04,36.0,39.1,36.7,12.68,14.56,13.5,57.0,59.1,70.1,0.2,14.76,0.17,0.22,2.7,1.9,2.95,0.0,0.14,0.05,0.2,3.4,3.55,3.59,0.0,0.07,0.56,1.12,11.0,11.3,12.31,0.03,0.33
2012/07/11,75.0,73.6,41.5,215.0,3056.0,15.0,3286.0,1675.0,1340.0,88.0,13.0,3116.0,170.0,70.13,235.88,90.11,223.87,253.42,90.18,52.51,5.85,83.17,0.41,45.59,48.35,36.47,4.62,22.87,41.0,0.0,36.5,38.1,7.8,17.97,22.94,65.5,0.24,36.55,39.65,36.7,12.33,14.56,13.5,57.5,59.3,70.3,0.25,15.01,0.17,0.22,2.7,1.9,2.95,0.0,0.14,0.05,0.2,3.4,3.55,3.59,0.0,0.07,0.56,1.12,11.0,11.3,12.31,0.03,0.33
2012/08/10,75.0,73.6,41.5,215.0,3056.0,15.0,3286.0,1690.0,1350.0,88.0,13.0,3141.0,145.0,70.19,236.03,90.11,224.64,253.84,90.54,51.94,5.85,83.17,0.41,45.99,48.75,36.74,3.94,22.87,41.0,0.0,36.2,37.8,7.8,18.27,22.94,65.5,0.1,36.55,39.45,36.7,12.39,14.56,13.5,57.5,59.8,70.8,0.25,14.51,0.17,0.22,2.7,1.9,2.95,0.0,0.14,0.05,0.2,3.4,3.55,3.59,0.0,0.07,0.6,1.29,11.0,11.47,12.42,0.04,0.43
2012/09/12,75.0,73.6,41.5,215.0,3056.0,16.0,3287.0,1705.0,1360.0,88.0,3.0,3157.0,130.0,70.26,237.09,90.83,225.43,254.46,90.07,53.65,5.85,83.17,0.44,46.4,48.9,37.01,3.55,22.87,41.0,0.0,36.0,37.6,7.8,18.47,22.89,66.5,0.1,36.7,39.7,35.8,13.99,14.56,13.5,58.0,59.9,70.9,0.25,14.91,0.17,0.22,2.7,1.9,2.95,0.0,0.14,0.05,0.2,3.4,3.55,3.59,0.0,0.07,0.6,1.29,11.0,11.57,12.52,0.04,0.33
2012/10/11,75.0,73.8,41.9,215.0,3094.0,16.0,3325.0,1703.0,1360.0,90.0,2.0,3155.0,169.0,70.56,238.11,90.76,225.21,254.19,90.45,54.79,5.85,84.19,0.44,46.35,48.86,37.01,4.61,22.87,41.0,0.0,35.73,37.33,7.6,18.94,22.89,66.5,0.1,36.7,39.7,36.32,13.48,14.56,13.5,58.0,60.07,71.07,0.25,14.74,0.17,0.22,2.78,1.95,3.0,0.0,0.17,0.05,0.2,3.4,3.55,3.59,0.0,0.07,0.6,1.29,10.8,11.37,12.32,0.04,0.33
2012/11/09,75.0,73.8,41.9,215.0,3094.0,16.0,3325.0,1703.0,1362.0,90.0,1.0,3155.0,169.0,70.44,239.22,92.51,226.71,255.84,90.33,56.0,5.85,84.19,0.44,46.35,48.81,37.06,4.61,22.87,41.0,0.0,35.88,37.5,7.37,19.0,22.69,66.5,0.13,36.7,39.7,36.32,13.31,14.56,14.48,59.23,60.97,72.07,0.28,15.92,0.17,0.22,2.76,1.96,3.0,0.0,0.15,0.05,0.21,3.4,3.55,3.59,0.0,0.07,0.6,1.29,11.3,11.77,12.72,0.04,0.43
2012/12/11,75.0,73.8,41.9,215.0,3094.0,16.0,3325.0,1703.0,1362.0,90.0,1.0,3155.0,169.0,69.93,239.63,93.06,226.82,256.18,90.43,56.0,5.85,84.19,0.44,46.35,48.81,37.06,4.61,22.87,41.0,0.0,35.88,37.5,7.37,19.0,22.69,66.5,0.13,36.94,40.04,36.32,12.97,14.56,14.48,59.23,60.97,72.07,0.28,15.92,0.17,0.22,2.76,1.96,3.0,0.0,0.15,0.05,0.21,3.4,3.55,3.59,0.0,0.07,0.6,1.29,11.81,12.15,13.1,0.04,0.56
2013/01/11,75.0,73.8,41.9,215.0,3094.0,16.0,3325.0,1703.0,1362.0,90.0,1.0,3155.0,169.0,69.92,238.73,93.08,226.81,256.2,90.42,55.1,5.85,84.19,0.44,46.35,48.81,37.06,4.61,22.87,40.1,0.0,35.89,37.5,7.37,18.1,22.69,66.5,0.13,36.94,40.04,36.32,12.97,14.56,14.48,59.23,60.97,72.07,0.28,15.92,0.17,0.22,2.76,1.96,3.0,0.0,0.15,0.05,0.21,3.4,3.55,3.59,0.0,0.07,0.6,1.29,11.81,12.15,13.1,0.04,0.55
2013/02/08,75.0,73.8,41.9,215.0,3094.0,16.0,3325.0,1703.0,1362.0,90.0,1.0,3155.0,169.0,69.92,238.73,93.21,226.79,256.18,90.42,55.25,5.85,84.19,0.44,46.35,48.81,37.06,4.61,22.87,40.1,0.0,35.89,37.5,7.37,18.1,22.69,66.5,0.13,36.94,40.04,36.32,12.97,14.56,14.48,59.23,60.97,72.07,0.28,15.92,0.17,0.22,2.76,1.96,3.0,0.0,0.15,0.05,0.21,3.4,3.55,3.59,0.0,0.07,0.6,1.29,11.96,12.15,13.1,0.04,0.7
2013/03/08,75.0,73.8,41.9,215.0,3094.0,16.0,3325.0,1703.0,1362.0,90.0,1.0,3155.0,169.0,69.92,238.73,93.21,226.79,256.18,90.42,55.25,5.85,84.19,0.44,46.35,48.81,37.06,4.61,22.87,40.1,0.0,35.89,37.5,7.37,18.1,22.69,66.5,0.13,36.94,40.04,36.32,12.97,14.56,14.48,59.23,60.97,72.07,0.28,15.92,0.17,0.22,2.76,1.96,3.0,0.0,0.15,0.05,0.21,3.4,3.55,3.59,0.0,0.07,0.6,1.29,11.96,12.15,13.1,0.04,0.7
2013/04/10,75.0,73.8,41.9,215.0,3094.0,16.0,3325.0,1703.0,1362.0,90.0,1.0,3155.0,169.0,70.11,239.77,93.22,226.73,256.03,91.94,55.13,5.85,84.19,0.44,46.35,48.81,37.06,4.61,22.87,40.1,0.0,35.89,37.5,7.37,18.1,22.69,66.5,0.13,36.94,40.04,36.32,12.97,14.56,14.48,59.23,60.97,72.07,0.28,15.92,0.17,0.22,2.76,1.96,3.0,0.0,0.15,0.05,0.21,3.61,3.75,3.79,0.0,0.08,0.6,1.29,11.96,12.15,13.1,0.04,0.7
