Date,Area Planted,Area Harvested,Yield,Beginning Stocks,Production,Imports,Total Supply,Crushings,Exports,Seed,Residual,Total Use,Ending Stocks,World BeginningStocks,World Production,World Imports,World DomesticCrush,World DomesticTotal,World Exports,World EndingStocks,United States BeginningStocks,United States Production,United States Imports,United States DomesticCrush,United States DomesticTotal,United States Exports,United States EndingStocks,Argentina BeginningStocks,Argentina Production,Argentina Imports,Argentina DomesticCrush,Argentina DomesticTotal,Argentina Exports,Argentina EndingStocks,Brazil BeginningStocks,Brazil Production,Brazil Imports,Brazil DomesticCrush,Brazil DomesticTotal,Brazil Exports,Brazil EndingStocks,China BeginningStocks,China Production,China Imports,China DomesticCrush,China DomesticTotal,China Exports,China EndingStocks,Japan BeginningStocks,Japan Production,Japan Imports,Japan DomesticCrush,Japan DomesticTotal,Japan Exports,Japan EndingStocks,Mexico BeginningStocks,Mexico Production,Mexico Imports,Mexico DomesticCrush,Mexico DomesticTotal,Mexico Exports,Mexico EndingStocks,European Union BeginningStocks,European Union Production,European Union Imports,European Union DomesticCrush,European Union DomesticTotal,European Union Exports,European Union EndingStocks
2010/03/10,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1730.0,1420.0,89.0,83.0,3322.0,190.0,42.02,255.91,79.78,204.95,235.86,81.18,60.67,3.76,91.42,0.41,47.08,51.77,38.65,5.17,16.61,53.00,0.00,36.00,37.63,7.00,24.98,10.55,67.00,0.15,32.00,34.95,25.60,17.15,9.05,14.50,42.50,45.15,55.68,0.40,9.97,0.09,0.23,3.95,2.75,4.11,0.00,0.16,0.04,0.11,3.50,3.56,3.60,0.00,0.05,0.56,0.99,13.00,12.50,13.77,0.03,0.75
2010/04/09,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1730.0,1445.0,91.0,57.0,3323.0,190.0,42.82,257.46,80.78,205.26,235.69,82.41,62.96,3.76,91.42,0.41,47.08,51.10,39.33,5.16,16.61,54.00,0.00,36.40,38.03,7.00,25.58,11.35,67.50,0.15,31.50,34.45,26.30,18.25,9.05,14.50,43.50,46.00,56.53,0.25,10.27,0.09,0.23,3.60,2.40,3.76,0.00,0.16,0.04,0.11,3.50,3.56,3.60,0.00,0.05,0.56,0.99,13.00,12.50,13.77,0.03,0.75
2010/05/11,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1735.0,1455.0,91.0,42.0,3323.0,190.0,43.04,258.00,83.23,205.32,235.11,85.39,63.76,3.76,91.42,0.41,47.22,50.83,39.60,5.16,16.63,54.00,0.00,34.83,36.46,7.50,26.67,11.40,68.00,0.19,31.50,34.40,28.35,16.83,9.05,14.50,46.00,47.28,57.81,0.25,11.49,0.18,0.23,3.60,2.53,3.83,0.00,0.18,0.04,0.11,3.45,3.51,3.55,0.00,0.05,0.56,0.86,13.00,12.50,13.77,0.03,0.62
2010/06/10,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1740.0,1455.0,91.0,42.0,3328.0,185.0,43.66,259.20,84.15,205.22,235.20,86.35,65.47,3.76,91.42,0.41,47.36,50.96,39.60,5.02,16.59,54.00,0.00,34.83,36.42,7.50,26.67,12.04,69.00,0.19,31.50,34.40,29.35,17.47,9.05,14.70,47.00,47.28,57.88,0.25,12.62,0.18,0.23,3.60,2.53,3.83,0.00,0.18,0.04,0.11,3.45,3.51,3.55,0.00,0.05,0.56,0.86,13.00,12.50,13.77,0.04,0.61
2010/07/09,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1745.0,1460.0,92.0,41.0,3338.0,175.0,43.66,259.7,85.15,205.61,235.58,87.58,65.35,3.76,91.42,0.41,47.49,51.1,39.74,4.75,16.59,54.5,0.0,34.53,36.12,9.5,25.47,12.04,69.0,0.19,32.05,34.95,28.35,17.92,9.05,14.7,48.0,47.28,57.88,0.25,13.62,0.18,0.23,3.6,2.53,3.83,0.0,0.18,0.04,0.11,3.45,3.51,3.55,0.0,0.05,0.56,0.86,13.0,12.5,13.77,0.04,0.61
2010/08/12,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1750.0,1470.0,92.0,41.0,3353.0,160.0,43.97,259.9,86.66,207.65,237.44,89.58,63.52,3.76,91.42,0.41,47.63,51.24,40.01,4.34,16.59,54.5,0.0,33.53,35.12,11.0,24.97,12.04,69.0,0.19,33.28,36.18,28.35,16.7,9.05,14.7,49.5,48.48,59.08,0.25,13.92,0.18,0.23,3.6,2.53,3.83,0.0,0.18,0.04,0.11,3.45,3.51,3.55,0.0,0.05,0.56,0.86,13.0,12.5,13.77,0.04,0.61
2010/09/10,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1750.0,1495.0,92.0,26.0,3363.0,150.0,43.97,259.89,87.13,207.92,237.31,90.84,62.85,3.76,91.42,0.41,47.63,50.83,40.69,4.07,16.59,54.5,0.0,33.45,35.04,11.5,24.55,12.04,69.0,0.19,33.28,36.18,28.45,16.6,9.05,14.7,50.0,48.68,59.28,0.2,14.27,0.18,0.23,3.6,2.53,3.83,0.0,0.18,0.04,0.11,3.45,3.51,3.55,0.0,0.05,0.56,0.86,12.9,12.5,13.77,0.04,0.51
2010/10/08,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1752.0,1498.0,90.0,21.0,3361.0,151.0,43.98,259.92,87.72,209.22,238.43,92.75,60.44,3.76,91.42,0.41,47.67,50.71,40.77,4.11,16.59,54.5,0.0,33.93,35.51,13.1,22.48,12.04,69.0,0.19,33.57,36.47,28.58,16.17,9.05,14.7,50.5,48.83,59.43,0.2,14.62,0.18,0.23,3.6,2.53,3.83,0.0,0.18,0.04,0.11,3.45,3.51,3.55,0.0,0.05,0.56,0.86,12.9,12.5,13.77,0.04,0.51
2010/11/09,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1752.0,1501.0,90.0,18.0,3361.0,151.0,44.02,260.11,87.46,209.33,238.49,92.69,60.4,3.76,91.42,0.4,47.67,50.61,40.85,4.11,16.59,54.5,0.0,33.96,35.54,13.0,22.55,12.04,69.0,0.17,33.67,36.57,28.58,16.06,9.05,14.7,50.34,48.83,59.43,0.18,14.47,0.18,0.23,3.4,2.51,3.72,0.0,0.09,0.04,0.11,3.45,3.51,3.55,0.0,0.05,0.56,0.86,12.9,12.5,13.77,0.04,0.51
2010/12/10,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1752.0,1501.0,90.0,18.0,3361.0,151.0,44.02,260.09,87.63,209.44,238.55,92.78,60.41,3.76,91.42,0.4,47.67,50.61,40.85,4.11,16.59,54.5,0.0,33.96,35.56,13.09,22.45,12.04,69.0,0.17,33.67,36.57,28.58,16.06,9.05,14.7,50.34,48.83,59.43,0.18,14.47,0.18,0.23,3.4,2.51,3.72,0.0,0.09,0.04,0.11,3.45,3.51,3.55,0.0,0.05,0.56,0.84,12.9,12.61,13.77,0.04,0.48
2011/01/12,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1752.0,1501.0,90.0,18.0,3361.0,151.0,44.07,260.09,87.4,209.51,238.55,92.77,60.23,3.76,91.42,0.4,47.67,50.62,40.85,4.11,16.59,54.5,0.0,34.12,35.72,13.09,22.28,12.04,69.0,0.17,33.67,36.57,28.58,16.06,9.05,14.7,50.34,48.83,59.43,0.18,14.47,0.18,0.23,3.4,2.51,3.72,0.0,0.09,0.04,0.11,3.45,3.51,3.55,0.0,0.05,0.56,0.84,12.61,12.51,13.59,0.04,0.38
2011/02/09,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1752.0,1501.0,90.0,18.0,3361.0,151.0,44.07,259.99,87.44,209.51,238.55,92.78,60.17,3.76,91.42,0.4,47.67,50.62,40.85,4.11,16.59,54.5,0.0,34.12,35.72,13.09,22.28,12.04,69.0,0.17,33.67,36.57,28.58,16.06,9.05,14.7,50.34,48.83,59.43,0.18,14.47,0.18,0.23,3.4,2.51,3.72,0.0,0.09,0.04,0.11,3.45,3.51,3.55,0.0,0.05,0.56,0.84,12.61,12.51,13.59,0.04,0.38
2011/03/10,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1752.0,1501.0,90.0,18.0,3361.0,151.0,42.58,260.27,87.44,209.51,238.55,92.74,59.0,3.76,91.42,0.4,47.67,50.62,40.85,4.11,16.59,54.5,0.0,34.12,35.72,13.09,22.28,12.04,69.0,0.17,33.67,36.57,28.58,16.06,7.56,14.98,50.34,48.83,59.43,0.18,13.26,0.18,0.23,3.4,2.51,3.72,0.0,0.09,0.04,0.11,3.45,3.51,3.55,0.0,0.05,0.56,0.84,12.61,12.51,13.59,0.04,0.38
2011/04/08,77.5,76.4,44.0,138.0,3359.0,15.0,3512.0,1752.0,1501.0,90.0,18.0,3361.0,151.0,42.57,260.22,86.72,209.24,237.96,92.66,58.88,3.76,91.42,0.4,47.67,50.62,40.85,4.11,16.59,54.5,0.0,34.13,35.72,13.09,22.28,12.04,69.0,0.17,33.67,36.57,28.58,16.06,7.56,14.98,50.34,48.83,59.43,0.18,13.26,0.18,0.23,3.4,2.51,3.72,0.0,0.09,0.04,0.11,3.52,3.58,3.62,0.0,0.05,0.56,0.84,12.3,12.51,13.38,0.04,0.28
