Date,Area Planted,Area Harvested,Yield,Beginning Stocks,Production,Imports,Total Supply,Crushings,Exports,Seed,Residual,Total Use,Ending Stocks,World BeginningStocks,World Production,World Imports,World DomesticCrush,World DomesticTotal,World Exports,World EndingStocks,United States BeginningStocks,United States Production,United States Imports,United States DomesticCrush,United States DomesticTotal,United States Exports,United States EndingStocks,Argentina BeginningStocks,Argentina Production,Argentina Imports,Argentina DomesticCrush,Argentina DomesticTotal,Argentina Exports,Argentina EndingStocks,Brazil BeginningStocks,Brazil Production,Brazil Imports,Brazil DomesticCrush,Brazil DomesticTotal,Brazil Exports,Brazil EndingStocks,China BeginningStocks,China Production,China Imports,China DomesticCrush,China DomesticTotal,China Exports,China EndingStocks,Japan BeginningStocks,Japan Production,Japan Imports,Japan DomesticCrush,Japan DomesticTotal,Japan Exports,Japan EndingStocks,Mexico BeginningStocks,Mexico Production,Mexico Imports,Mexico DomesticCrush,Mexico DomesticTotal,Mexico Exports,Mexico EndingStocks,European Union BeginningStocks,European Union Production,European Union Imports,European Union DomesticCrush,European Union DomesticTotal,European Union Exports,European Union EndingStocks
2017/03/09,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1940.0,2025.0,95.0,33.0,4093.0,435.0,76.59,340.79,138.25,291.55,331.7,141.1,82.82,5.35,117.21,0.68,52.8,56.29,55.11,11.84,31.95,55.5,1.0,45.3,49.75,9.0,29.7,18.05,108.0,0.35,41.0,44.6,61.0,20.8,16.91,12.9,87.0,86.5,101.1,0.15,15.56,0.26,0.24,3.1,2.2,3.36,0.0,0.24,0.08,0.49,4.2,4.65,4.7,0.0,0.07,1.12,2.39,13.8,14.7,16.29,0.15,0.87
2017/04/11,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1940.0,2025.0,104.0,14.0,4083.0,445.0,77.13,345.97,140.05,291.95,332.42,143.3,87.41,5.35,117.21,0.68,52.8,56.01,55.11,12.12,31.95,56.0,1.2,45.3,49.75,9.0,30.4,18.05,111.0,0.5,41.5,45.05,61.9,22.6,16.91,12.9,88.0,86.5,101.1,0.15,16.56,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.08,0.51,4.2,4.65,4.7,0.0,0.09,0.97,2.39,14.6,15.3,16.94,0.2,0.82
2017/05/10,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1925.0,2050.0,104.0,14.0,4093.0,435.0,77.08,348.04,140.9,290.68,331.29,144.6,90.14,5.35,117.21,0.68,52.39,55.6,55.79,11.85,31.7,57.0,1.2,44.8,49.25,9.0,31.65,18.05,111.6,0.5,41.5,45.05,61.9,23.2,16.91,12.9,89.0,86.5,101.1,0.15,17.56,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.03,2.42,14.6,15.2,16.84,0.2,1.02
2017/06/09,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1910.0,2050.0,104.0,14.0,4078.0,450.0,77.13,351.31,140.6,290.57,331.23,144.61,93.21,5.35,117.21,0.68,51.98,55.19,55.79,12.26,31.7,57.8,1.2,45.0,49.45,8.5,32.75,18.2,114.0,0.3,41.5,45.1,62.4,25.0,16.91,12.9,89.0,86.5,101.1,0.15,17.56,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.03,2.42,14.6,15.2,16.84,0.2,1.02
2017/07/12,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1900.0,2100.0,104.0,14.0,4118.0,410.0,77.05,351.78,142.55,290.45,331.43,145.17,94.78,5.35,117.21,0.68,51.71,54.92,57.15,11.17,31.7,57.8,1.5,45.45,49.9,8.0,33.1,18.2,114.0,0.22,41.5,45.1,61.5,25.82,16.91,12.9,91.0,86.5,101.5,0.15,19.16,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.03,2.41,14.0,14.8,16.44,0.2,0.81
2017/08/10,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1890.0,2150.0,104.0,14.0,4158.0,370.0,77.06,351.74,142.32,288.23,329.15,144.99,96.98,5.35,117.21,0.68,51.44,54.65,58.51,10.08,31.7,57.8,1.5,44.0,48.45,7.0,35.55,18.2,114.0,0.22,41.3,44.9,61.0,26.52,16.91,12.9,91.0,86.5,101.5,0.12,19.19,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.04,2.38,13.8,14.6,16.24,0.2,0.78
2017/09/12,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1895.0,2170.0,104.0,14.0,4183.0,345.0,77.74,351.44,142.83,288.51,329.77,146.29,95.96,5.35,117.21,0.68,51.57,54.78,59.06,9.4,31.7,57.8,1.5,44.15,48.6,6.5,35.9,18.2,114.0,0.25,41.3,44.95,62.5,25.0,16.91,12.9,92.0,87.0,102.0,0.12,19.69,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.15,2.38,13.5,14.4,16.04,0.2,0.79
2017/10/12,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1899.0,2174.0,105.0,36.0,4214.0,301.0,77.74,351.25,143.61,288.4,330.28,147.46,94.86,5.35,116.92,0.61,51.68,55.52,59.16,8.2,31.7,57.8,1.7,43.88,48.33,6.9,35.97,18.2,114.1,0.25,41.3,44.95,63.14,24.46,16.91,12.9,92.5,87.0,102.0,0.12,20.19,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.15,2.38,13.2,14.2,15.84,0.2,0.69
2017/11/09,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1899.0,2174.0,105.0,36.0,4214.0,301.0,78.13,351.25,144.61,288.53,330.06,147.66,96.28,5.35,116.92,0.61,51.68,55.52,59.16,8.2,31.7,57.8,1.7,43.25,47.68,7.02,36.5,18.2,114.1,0.25,41.0,44.65,63.14,24.76,16.91,12.9,93.5,88.0,102.8,0.11,20.39,0.26,0.24,3.18,2.39,3.45,0.0,0.21,0.1,0.51,4.13,4.6,4.64,0.0,0.1,1.56,2.38,13.2,14.4,16.04,0.2,0.9
2017/12/12,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1899.0,2174.0,105.0,36.0,4214.0,301.0,77.92,351.32,144.33,288.12,329.69,147.26,96.62,5.35,116.92,0.61,51.68,55.52,59.16,8.2,31.7,57.8,1.67,43.3,47.73,7.02,36.42,18.2,114.1,0.25,40.9,44.55,63.14,24.86,16.91,12.9,93.5,88.0,102.8,0.11,20.39,0.26,0.24,3.18,2.39,3.45,0.0,0.21,0.15,0.51,4.13,4.6,4.64,0.0,0.15,1.56,2.38,13.38,14.4,16.04,0.22,1.06
2018/01/12,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1899.0,2174.0,105.0,36.0,4213.0,302.0,78.02,351.32,144.22,288.31,329.81,147.27,96.49,5.35,116.92,0.61,51.68,55.51,59.16,8.21,31.7,57.8,1.67,43.3,47.73,7.03,36.42,18.2,114.1,0.25,40.9,44.55,63.14,24.86,16.91,12.9,93.5,88.0,102.8,0.11,20.39,0.26,0.24,3.18,2.39,3.45,0.0,0.21,0.15,0.51,4.13,4.6,4.64,0.0,0.15,1.56,2.38,13.38,14.4,16.04,0.22,1.06
2018/02/08,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1899.0,2174.0,105.0,36.0,4213.0,302.0,77.92,351.32,144.25,288.54,330.14,147.22,96.14,5.35,116.92,0.61,51.68,55.51,59.16,8.21,31.6,57.8,1.67,43.3,47.83,7.03,36.22,18.2,114.1,0.25,40.9,44.55,63.14,24.86,16.91,12.9,93.5,88.0,102.8,0.11,20.39,0.26,0.24,3.18,2.39,3.45,0.0,0.21,0.15,0.51,4.13,4.6,4.64,0.0,0.15,1.56,2.38,13.38,14.4,16.04,0.22,1.06
2018/03/08,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1901.0,2174.0,105.0,34.0,4213.0,302.0,78.28,351.32,144.28,288.5,329.77,147.46,96.65,5.35,116.92,0.61,51.74,55.51,59.16,8.21,31.6,57.8,1.67,43.3,47.83,7.03,36.22,18.56,114.1,0.25,40.9,44.3,63.14,25.47,16.91,12.9,93.5,88.0,102.8,0.11,20.39,0.26,0.24,3.18,2.39,3.45,0.0,0.21,0.15,0.51,4.13,4.6,4.64,0.0,0.15,1.56,2.38,13.47,14.4,16.04,0.22,1.14
