Date,Area Planted,Area Harvested,Yield,Beginning Stocks,Production,Imports,Total Supply,Crushings,Exports,Seed,Residual,Total Use,Ending Stocks,World BeginningStocks,World Production,World Imports,World DomesticCrush,World DomesticTotal,World Exports,World EndingStocks,United States BeginningStocks,United States Production,United States Imports,United States DomesticCrush,United States DomesticTotal,United States Exports,United States EndingStocks,Argentina BeginningStocks,Argentina Production,Argentina Imports,Argentina DomesticCrush,Argentina DomesticTotal,Argentina Exports,Argentina EndingStocks,Brazil BeginningStocks,Brazil Production,Brazil Imports,Brazil DomesticCrush,Brazil DomesticTotal,Brazil Exports,Brazil EndingStocks,China BeginningStocks,China Production,China Imports,China DomesticCrush,China DomesticTotal,China Exports,China EndingStocks,Japan BeginningStocks,Japan Production,Japan Imports,Japan DomesticCrush,Japan DomesticTotal,Japan Exports,Japan EndingStocks,Mexico BeginningStocks,Mexico Production,Mexico Imports,Mexico DomesticCrush,Mexico DomesticTotal,Mexico Exports,Mexico EndingStocks,European Union BeginningStocks,European Union Production,European Union Imports,European Union DomesticCrush,European Union DomesticTotal,European Union Exports,European Union EndingStocks
2016/03/09,82.7,81.8,48.0,191.0,3929.0,30.0,4150.0,1870.0,1690.0,96.0,34.0,3690.0,460.0,77.14,320.21,128.16,278.04,315.75,130.9,78.87,5.19,106.93,0.82,50.89,54.43,45.99,12.51,31.8,58.5,0.0,45.7,49.85,11.8,28.65,19.01,100.0,0.3,40.0,43.0,58.0,18.31,17.03,12.0,82.0,81.8,95.25,0.2,15.58,0.22,0.22,2.9,2.02,3.1,0.0,0.24,0.08,0.36,3.85,4.15,4.19,0.0,0.1,0.58,2.05,13.2,14.3,15.17,0.15,0.51
2016/04/12,82.7,81.8,48.0,191.0,3929.0,30.0,4150.0,1870.0,1705.0,95.0,34.0,3705.0,445.0,77.73,320.15,129.85,277.66,316.35,132.36,79.02,5.19,106.93,0.82,50.89,54.42,46.4,12.11,31.7,59.0,0.05,45.7,50.05,11.4,29.3,19.5,100.0,0.3,40.0,43.0,59.5,17.3,17.03,11.8,83.0,81.8,95.25,0.15,16.43,0.22,0.22,3.1,2.2,3.3,0.0,0.24,0.08,0.36,3.95,4.25,4.29,0.0,0.1,0.66,2.2,13.2,13.8,15.32,0.15,0.59
2016/05/10,82.7,81.8,48.0,191.0,3929.0,30.0,4150.0,1880.0,1740.0,95.0,34.0,3750.0,400.0,78.08,315.86,131.08,279.41,318.17,132.58,74.25,5.19,106.93,0.82,51.17,54.7,47.36,10.89,31.7,56.5,0.05,45.7,50.05,11.4,26.8,19.5,99.0,0.3,40.0,43.0,59.5,16.3,17.03,11.8,83.0,81.8,95.25,0.15,16.43,0.22,0.24,3.1,2.2,3.32,0.0,0.24,0.07,0.33,3.95,4.25,4.29,0.0,0.06,0.66,2.2,13.2,13.8,15.32,0.15,0.59
2016/06/10,82.7,81.8,48.0,191.0,3929.0,30.0,4150.0,1890.0,1760.0,95.0,34.0,3780.0,370.0,78.3,313.26,130.78,279.33,318.01,132.04,72.29,5.19,106.93,0.82,51.44,54.97,47.9,10.07,31.92,56.5,0.05,45.7,50.05,11.4,27.02,19.5,97.0,0.3,40.0,43.0,58.75,15.05,17.03,11.6,83.0,81.8,95.25,0.15,16.23,0.22,0.24,3.1,2.2,3.32,0.0,0.24,0.07,0.33,3.95,4.25,4.29,0.0,0.06,0.66,2.2,13.2,13.8,15.32,0.15,0.59
2016/07/12,82.7,81.8,48.0,191.0,3929.0,25.0,4145.0,1890.0,1795.0,97.0,12.0,3794.0,350.0,78.41,312.36,130.37,279.2,317.34,131.64,72.17,5.19,106.93,0.68,51.44,54.42,48.85,9.54,31.92,56.5,0.05,45.7,50.05,11.4,27.02,19.5,96.5,0.35,40.7,43.7,57.2,15.45,17.03,11.6,83.0,81.8,95.25,0.15,16.23,0.22,0.24,3.1,2.2,3.32,0.0,0.24,0.07,0.33,3.95,4.25,4.29,0.0,0.06,0.66,2.2,13.2,13.8,15.32,0.15,0.59
2016/08/12,82.7,81.8,48.0,191.0,3929.0,25.0,4145.0,1900.0,1880.0,97.0,12.0,3889.0,255.0,78.46,312.67,131.88,278.65,317.2,132.8,73.0,5.19,106.93,0.68,51.71,54.69,51.17,6.95,31.92,56.5,0.6,44.25,48.6,10.5,29.92,19.5,96.5,0.45,40.7,43.7,56.6,16.15,17.03,11.6,83.0,81.8,95.5,0.15,15.98,0.18,0.24,3.25,2.4,3.55,0.0,0.12,0.07,0.33,3.95,4.25,4.29,0.0,0.06,0.69,2.26,13.6,14.0,15.58,0.15,0.82
2016/09/12,82.7,81.8,48.0,191.0,3929.0,25.0,4145.0,1900.0,1940.0,97.0,12.0,3949.0,195.0,78.46,312.97,130.86,277.75,316.3,133.09,72.9,5.19,106.93,0.68,51.71,54.69,52.8,5.32,31.92,56.8,0.6,44.0,48.35,10.3,30.67,19.5,96.5,0.45,40.7,43.7,55.5,17.25,17.03,11.6,82.5,81.8,95.5,0.12,15.51,0.18,0.24,3.25,2.4,3.55,0.0,0.12,0.07,0.33,3.95,4.25,4.29,0.0,0.06,0.69,2.26,13.7,14.0,15.58,0.15,0.92
2016/10/12,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,24.0,3943.0,197.0,78.56,313.01,131.65,275.94,315.24,132.54,75.45,5.19,106.86,0.64,51.34,54.63,52.69,5.36,31.92,56.8,0.65,43.3,47.67,10.3,31.4,19.5,96.5,0.41,39.9,43.4,54.38,18.63,17.03,11.6,82.5,81.3,95.0,0.12,16.01,0.18,0.24,3.25,2.4,3.55,0.0,0.12,0.07,0.33,4.07,4.35,4.39,0.0,0.08,0.69,2.26,14.2,14.4,15.98,0.15,1.02
2016/11/09,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,24.0,3943.0,197.0,78.6,313.2,132.96,276.18,315.54,132.14,77.07,5.19,106.86,0.64,51.34,54.63,52.69,5.36,31.92,56.8,0.68,43.23,47.62,9.92,31.85,19.5,96.5,0.41,39.9,43.4,54.38,18.63,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.43,0.0,0.21,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.69,2.26,14.6,14.8,16.38,0.15,1.02
2016/12/09,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,24.0,3943.0,197.0,78.61,313.31,132.99,276.41,315.74,131.95,77.22,5.19,106.86,0.64,51.34,54.63,52.69,5.36,31.92,56.8,0.68,43.23,47.52,9.92,31.95,19.5,96.5,0.41,39.9,43.4,54.38,18.63,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.43,0.0,0.21,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.69,2.26,14.73,15.0,16.58,0.14,0.95
2017/01/12,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,25.0,3944.0,197.0,78.05,313.53,133.31,276.76,315.53,132.18,77.19,5.19,106.86,0.64,51.34,54.64,52.69,5.35,31.92,56.8,0.68,43.23,47.52,9.92,31.95,19.5,96.5,0.41,39.9,43.4,54.38,18.63,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.43,0.0,0.21,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.68,2.26,15.01,15.1,16.68,0.14,1.12
2017/02/09,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,25.0,3944.0,197.0,78.05,312.97,133.49,276.31,315.04,132.28,77.19,5.19,106.86,0.64,51.34,54.64,52.69,5.35,31.92,56.8,0.68,43.23,47.52,9.92,31.95,19.5,96.5,0.41,39.9,43.4,54.38,18.63,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.38,0.0,0.26,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.68,2.26,15.01,15.1,16.68,0.14,1.12
2017/03/09,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,25.0,3944.0,197.0,77.49,312.81,133.34,276.26,314.92,132.13,76.59,5.19,106.86,0.64,51.34,54.64,52.69,5.35,31.92,56.8,0.68,43.23,47.52,9.92,31.95,18.93,96.5,0.41,39.9,43.4,54.38,18.05,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.38,0.0,0.26,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.68,2.26,15.01,15.1,16.68,0.14,1.12
2017/04/11,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,25.0,3944.0,197.0,77.53,313.02,133.4,275.44,314.59,132.24,77.13,5.19,106.86,0.64,51.34,54.64,52.69,5.35,31.92,56.8,0.68,43.23,47.52,9.92,31.95,18.93,96.5,0.41,39.9,43.4,54.38,18.05,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.38,0.0,0.26,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.68,2.26,15.01,15.2,16.83,0.14,0.97
